unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date
51987898,2021-09-25T22:34:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11421,84-23 85 ROAD,85 ROAD,ADDRESS,Woodhaven,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,09 QUEENS,4088570075,QUEENS,1022790,192562,PHONE,Unspecified,QUEENS,40.69513106159128,-73.86101743146398,"{'latitude': '40.69513106159128', 'longitude': '-73.86101743146398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51982215,2021-09-25T22:36:28.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51984993,2021-09-25T22:37:20.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10025,934 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2021-09-27T00:00:00.000,07 MANHATTAN,1018770036,MANHATTAN,993720,230864,ONLINE,Unspecified,MANHATTAN,40.80033924963329,-73.96579541810723,"{'latitude': '40.80033924963329', 'longitude': '-73.96579541810723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T16:51:30.000
51980811,2021-09-25T22:43:20.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11691,22-53 MOTT AVENUE,MOTT AVENUE,ADDRESS,Far Rockaway,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,14 QUEENS,4157110041,QUEENS,1051666,160049,PHONE,Unspecified,QUEENS,40.60571743052174,-73.75721047486586,"{'latitude': '40.60571743052174', 'longitude': '-73.75721047486586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51989465,2021-09-25T22:49:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10026,71 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,10 MANHATTAN,1018230058,MANHATTAN,997387,231182,PHONE,Unspecified,MANHATTAN,40.801207381551556,-73.9525500038924,"{'latitude': '40.801207381551556', 'longitude': '-73.9525500038924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51990916,2021-09-25T22:54:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51980853,2021-09-25T22:55:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11230,1350 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,14 BROOKLYN,3067460020,BROOKLYN,996186,164190,PHONE,Unspecified,BROOKLYN,40.61733202165111,-73.95700669849741,"{'latitude': '40.61733202165111', 'longitude': '-73.95700669849741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51982182,2021-09-25T22:56:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,18 EAST  199 STREET,EAST  199 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2021-09-28T00:00:00.000,07 BRONX,2033190083,BRONX,1014787,257067,PHONE,Unspecified,BRONX,40.87221114725121,-73.8895845250505,"{'latitude': '40.87221114725121', 'longitude': '-73.8895845250505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T16:46:09.000
51985012,2021-09-25T22:56:10.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11225,270 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-27T00:00:00.000,09 BROOKLYN,3013150010,BROOKLYN,997291,181110,PHONE,Unspecified,BROOKLYN,40.66377223174456,-73.95299380054631,"{'latitude': '40.66377223174456', 'longitude': '-73.95299380054631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T15:14:28.000
51983532,2021-09-25T23:01:52.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467,3143 HULL AVENUE,HULL AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,07 BRONX,2033450036,BRONX,1018133,257369,ONLINE,Unspecified,BRONX,40.87302783354099,-73.8774845689688,"{'latitude': '40.87302783354099', 'longitude': '-73.8774845689688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51984259,2021-09-25T23:02:20.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11216,30 MAC DONOUGH STREET,MAC DONOUGH STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,03 BROOKLYN,3018540014,BROOKLYN,999487,187334,PHONE,Unspecified,BROOKLYN,40.68085220583943,-73.94506426530351,"{'latitude': '40.68085220583943', 'longitude': '-73.94506426530351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51986392,2021-09-25T23:05:02.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11373,90-31 54 AVENUE,54 AVENUE,ADDRESS,Elmhurst,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,04 QUEENS,4018550060,QUEENS,1019484,208008,PHONE,Unspecified,QUEENS,40.73754036580733,-73.87285863216368,"{'latitude': '40.73754036580733', 'longitude': '-73.87285863216368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51985040,2021-09-25T23:10:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51980812,2021-09-25T23:14:19.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10467,3143 HULL AVENUE,HULL AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,07 BRONX,2033450036,BRONX,1018133,257369,ONLINE,Unspecified,BRONX,40.87302783354099,-73.8774845689688,"{'latitude': '40.87302783354099', 'longitude': '-73.8774845689688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51983579,2021-09-25T23:20:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11215,234 4 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,06 BROOKLYN,3004410034,BROOKLYN,988886,185952,MOBILE,Unspecified,BROOKLYN,40.677070828995085,-73.98328623676551,"{'latitude': '40.677070828995085', 'longitude': '-73.98328623676551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51982253,2021-09-25T23:29:31.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10452,1390 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,04 BRONX,2025220055,BRONX,1005214,246164,PHONE,Unspecified,BRONX,40.84231361587705,-73.92423259050432,"{'latitude': '40.84231361587705', 'longitude': '-73.92423259050432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51986450,2021-09-25T23:47:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11415,83-10 118 STREET,118 STREET,ADDRESS,Kew Gardens,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,09 QUEENS,4033210018,QUEENS,1030054,196765,ONLINE,Unspecified,QUEENS,40.70663267771227,-73.834793537974,"{'latitude': '40.70663267771227', 'longitude': '-73.834793537974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51985072,2021-09-25T23:50:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10010,7 WEST   21 STREET,WEST   21 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,05 MANHATTAN,1008237507,MANHATTAN,986708,209072,ONLINE,Unspecified,MANHATTAN,40.74053062325372,-73.99112994838053,"{'latitude': '40.74053062325372', 'longitude': '-73.99112994838053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51985075,2021-09-25T23:54:03.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10467,2700 BRONX PARK EAST,BRONX PARK EAST,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,11 BRONX,2045060001,BRONX,1020092,254648,PHONE,Unspecified,BRONX,40.86555178968438,-73.87041570740006,"{'latitude': '40.86555178968438', 'longitude': '-73.87041570740006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51980885,2021-09-25T23:59:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11238,718 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-25T00:00:00.000,08 BROOKLYN,3011600036,BROOKLYN,994374,185692,ONLINE,Unspecified,BROOKLYN,40.676352612459794,-73.96350122506622,"{'latitude': '40.676352612459794', 'longitude': '-73.96350122506622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51992052,2021-09-26T00:04:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51993277,2021-09-26T00:12:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10458,2681 MARION AVENUE,MARION AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-28T00:00:00.000,07 BRONX,2032870094,BRONX,1014589,254468,PHONE,Unspecified,BRONX,40.865078373125385,-73.89031221865868,"{'latitude': '40.865078373125385', 'longitude': '-73.89031221865868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T16:46:09.000
51992062,2021-09-26T00:18:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11213,565 CROWN STREET,CROWN STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,09 BROOKLYN,3014120001,BROOKLYN,1001078,181805,ONLINE,Unspecified,BROOKLYN,40.66567346442063,-73.93934185290212,"{'latitude': '40.66567346442063', 'longitude': '-73.93934185290212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51995611,2021-09-26T00:18:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2760 CRESTON AVENUE,CRESTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-27T00:00:00.000,07 BRONX,2033150032,BRONX,1013811,256078,MOBILE,Unspecified,BRONX,40.869499969584076,-73.89311789888107,"{'latitude': '40.869499969584076', 'longitude': '-73.89311789888107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T10:30:57.000
51993230,2021-09-26T00:21:38.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10037,2093 MADISON AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,11 MANHATTAN,1017560050,MANHATTAN,1001535,234370,PHONE,Unspecified,MANHATTAN,40.80995042026946,-73.93755949213754,"{'latitude': '40.80995042026946', 'longitude': '-73.93755949213754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51992087,2021-09-26T00:42:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10458,2681 MARION AVENUE,MARION AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-28T00:00:00.000,07 BRONX,2032870094,BRONX,1014589,254468,ONLINE,Unspecified,BRONX,40.865078373125385,-73.89031221865868,"{'latitude': '40.865078373125385', 'longitude': '-73.89031221865868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T16:46:09.000
51995657,2021-09-26T01:03:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11234,1336 EAST   49 STREET,EAST   49 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,18 BROOKLYN,3077740078,BROOKLYN,1003973,168352,ONLINE,Unspecified,BROOKLYN,40.628741925581615,-73.92894588534298,"{'latitude': '40.628741925581615', 'longitude': '-73.92894588534298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51995638,2021-09-26T01:09:20.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10467,2300 OLINVILLE AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-28T00:00:00.000,11 BRONX,2043420010,BRONX,1020615,252556,PHONE,Unspecified,BRONX,40.859807748903336,-73.86853619067516,"{'latitude': '40.859807748903336', 'longitude': '-73.86853619067516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T09:55:19.000
51995607,2021-09-26T01:34:27.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11206,417 LORIMER STREET,LORIMER STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,01 BROOKLYN,3030220025,BROOKLYN,998497,197731,PHONE,Unspecified,BROOKLYN,40.70939120268948,-73.94861163637752,"{'latitude': '40.70939120268948', 'longitude': '-73.94861163637752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51998567,2021-09-26T01:37:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11206,417 LORIMER STREET,LORIMER STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,01 BROOKLYN,3030220025,BROOKLYN,998497,197731,PHONE,Unspecified,BROOKLYN,40.70939120268948,-73.94861163637752,"{'latitude': '40.70939120268948', 'longitude': '-73.94861163637752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51992066,2021-09-26T01:57:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10455,454 EAST  148 STREET,EAST  148 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-28T00:00:00.000,01 BRONX,2022920037,BRONX,1007336,236097,PHONE,Unspecified,BRONX,40.81467729817504,-73.91659797261006,"{'latitude': '40.81467729817504', 'longitude': '-73.91659797261006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T17:09:27.000
51992084,2021-09-26T02:33:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,2261 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,05 BRONX,2031820040,BRONX,1011258,251667,ONLINE,Unspecified,BRONX,40.857401296559736,-73.90236641012412,"{'latitude': '40.857401296559736', 'longitude': '-73.90236641012412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51992068,2021-09-26T02:38:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51995620,2021-09-26T02:46:06.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11213,1089 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-28T00:00:00.000,08 BROOKLYN,3013900060,BROOKLYN,1003020,182972,ONLINE,Unspecified,BROOKLYN,40.66887271462272,-73.93233848024539,"{'latitude': '40.66887271462272', 'longitude': '-73.93233848024539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T12:30:32.000
51999249,2021-09-26T03:58:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10309,601 MARCY AVENUE,MARCY AVENUE,ADDRESS,STATEN ISLAND,Open,,2021-09-26T00:00:00.000,03 STATEN ISLAND,,STATEN ISLAND,928066,136923,PHONE,Unspecified,STATEN ISLAND,40.54231959468629,-74.20214697218616,"{'latitude': '40.54231959468629', 'longitude': '-74.20214697218616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51997402,2021-09-26T04:04:17.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10309,601 MARCY AVENUE,MARCY AVENUE,ADDRESS,STATEN ISLAND,Open,,2021-09-26T00:00:00.000,03 STATEN ISLAND,,STATEN ISLAND,928066,136923,PHONE,Unspecified,STATEN ISLAND,40.54231959468629,-74.20214697218616,"{'latitude': '40.54231959468629', 'longitude': '-74.20214697218616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51999276,2021-09-26T04:04:22.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11103,25-70 38 STREET,38 STREET,ADDRESS,Astoria,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,01 QUEENS,4006530087,QUEENS,1008365,219016,PHONE,Unspecified,QUEENS,40.76779182803219,-73.9129418689705,"{'latitude': '40.76779182803219', 'longitude': '-73.9129418689705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51999263,2021-09-26T04:10:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10040,1570 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,12 MANHATTAN,1021580040,MANHATTAN,1003538,250430,PHONE,Unspecified,MANHATTAN,40.854026343505424,-73.93027766086075,"{'latitude': '40.854026343505424', 'longitude': '-73.93027766086075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51995609,2021-09-26T04:28:35.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11372,35-64 84 STREET,84 STREET,ADDRESS,Jackson Heights,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,03 QUEENS,4014570034,QUEENS,1016732,213124,MOBILE,Unspecified,QUEENS,40.75159302851327,-73.8827644638668,"{'latitude': '40.75159302851327', 'longitude': '-73.8827644638668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51994416,2021-09-26T04:30:30.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,1711 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-28T00:00:00.000,03 BROOKLYN,3016910012,BROOKLYN,1003545,186786,MOBILE,Unspecified,BROOKLYN,40.67934015517145,-73.93043505876992,"{'latitude': '40.67934015517145', 'longitude': '-73.93043505876992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T02:02:55.000
51993221,2021-09-26T04:52:33.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10466,855 EAST  233 STREET,EAST  233 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,12 BRONX,2050000001,BRONX,1024955,264270,PHONE,Unspecified,BRONX,40.89194007532644,-73.85277542800861,"{'latitude': '40.89194007532644', 'longitude': '-73.85277542800861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51996834,2021-09-26T05:31:41.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,408 WEST  130 STREET,WEST  130 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2021-09-28T00:00:00.000,09 MANHATTAN,1019690050,MANHATTAN,997677,236004,MOBILE,Unspecified,MANHATTAN,40.81444200034695,-73.95149289826864,"{'latitude': '40.81444200034695', 'longitude': '-73.95149289826864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T21:11:27.000
51999244,2021-09-26T05:58:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10461,1756 SEMINOLE AVENUE,SEMINOLE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,11 BRONX,2042050034,BRONX,1026261,249699,ONLINE,Unspecified,BRONX,40.851941086752014,-73.84814317096671,"{'latitude': '40.851941086752014', 'longitude': '-73.84814317096671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51995587,2021-09-26T06:26:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,570 WEST  182 STREET,WEST  182 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,12 MANHATTAN,1021540008,MANHATTAN,1002883,248820,ONLINE,Unspecified,MANHATTAN,40.84960877920314,-73.93264983116497,"{'latitude': '40.84960877920314', 'longitude': '-73.93264983116497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
